dispnum,styear,endyear,fatality,fatalpre,hostlev,recip,numa,numb,ongo2014,meandur,acountries,bcountries
4689,2011,2014,1,6,4,1,1,1,1,1203.0,[652],[660]
4690,2013,2013,0,0,4,0,1,1,0,1.0,[652],[663]
4691,2011,2014,-9,-9,4,1,2,6,1,1099.0,[365 652],[670 640   2 200   2 666 645   2]
4692,2013,2013,0,0,4,0,1,1,0,1.0,[490],[500]
4693,2013,2014,1,2,4,1,1,1,1,329.0,[702],[703]
4694,2013,2013,0,0,3,1,3,1,0,4.0,[740   2 732],[710]
4695,2014,2014,0,0,3,1,1,1,1,1.0,[710],[713]
4696,2014,2014,0,0,4,0,1,1,1,1.0,[732],[710]
4698,2011,2011,0,0,3,1,1,2,0,1.0,[710],[  2 713]
4699,2011,2011,0,0,3,1,1,1,0,62.0,[710],[816]
4700,2012,2012,0,0,4,0,1,1,0,59.0,[710],[816]
4701,2013,2013,0,0,4,0,1,1,0,110.0,[710],[816]
4702,2014,2014,0,0,4,1,1,1,1,107.0,[710],[816]
4703,2011,2012,0,0,4,1,1,1,0,477.0,[710],[840]
4704,2014,2014,0,0,4,1,1,1,0,61.0,[710],[840]
4705,2012,2013,0,0,3,1,1,1,0,207.0,[713],[740]
4706,2014,2014,0,0,4,1,1,2,1,260.0,[731],[732   2]
4707,2013,2013,0,0,3,0,1,1,0,1.0,[713],[840]
4708,2011,2011,1,1,4,1,1,1,0,161.0,[704],[702]
4709,2012,2012,0,0,4,1,1,1,0,1.0,[704],[702]
4710,2011,2011,0,0,4,0,1,1,0,114.0,[750],[771]
4711,2012,2012,0,0,4,0,1,1,0,71.0,[750],[771]
4712,2013,2013,0,0,3,0,1,1,0,1.0,[750],[771]
4713,2011,2011,0,0,3,0,1,1,0,1.0,[775],[771]
4714,2014,2014,1,1,4,1,1,1,0,6.0,[771],[775]
4715,2011,2011,-9,-9,4,0,1,1,0,2.0,[775],[800]
4716,2013,2013,0,0,4,0,1,1,0,1.0,[775],[800]
4717,2014,2014,0,0,3,0,1,1,0,1.0,[850],[820]
4718,2012,2013,1,3,4,1,1,1,0,443.0,[704],[703]
4719,2013,2013,0,0,4,1,1,1,0,251.0,[710],[750]
4720,2014,2014,0,0,3,1,1,1,1,75.0,[710],[750]
4721,2012,2012,0,0,3,0,2,1,0,2.0,[732 740],[731]
4722,2011,2011,0,0,3,1,1,1,0,1.0,[740],[732]
4723,2012,2012,0,0,3,1,1,1,0,1.0,[740],[732]
4724,2013,2013,0,0,3,0,2,1,0,2.0,[740 732],[731]
4725,2014,2014,0,0,3,0,1,1,1,1.0,[732],[731]
4726,2014,2014,0,0,4,0,1,1,1,1.0,[2],[770]
